hud_area_code,hud_areaname,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4
NCNTY01093N01093,"Marion County, AL",522,593,781,1013,1330
NCNTY01095N01095,"Marshall County, AL",596,600,781,1045,1049
NCNTY01099N01099,"Monroe County, AL",591,691,781,1104,1138
NCNTY01105N01105,"Perry County, AL",618,723,817,994,1224
NCNTY01109N01109,"Pike County, AL",714,717,944,1149,1268
NCNTY01111N01111,"Randolph County, AL",591,691,781,1110,1170
NCNTY01119N01119,"Sumter County, AL",707,718,934,1137,1261
NCNTY01121N01121,"Talladega County, AL",567,644,848,1162,1239
NCNTY01123N01123,"Tallapoosa County, AL",640,643,846,1123,1161
NCNTY01127N01127,"Walker County, AL",591,593,781,1059,1100
NCNTY01131N01131,"Wilcox County, AL",699,711,924,1125,1241
NCNTY01133N01133,"Winston County, AL",591,593,781,1070,1074
NCNTY02013N02013,"Aleutians East Borough, AK",909,985,1297,1579,1969
NCNTY02016N02016,"Aleutians West Census Area, AK",1297,1474,1940,2361,2606
NCNTY02050N02050,"Bethel Census Area, AK",1524,1533,1956,2381,2628
NCNTY02060N02060,"Bristol Bay Borough, AK",823,892,1174,1668,1782
NCNTY02068N02068,"Denali Borough, AK",1169,1266,1667,2029,2530
NCNTY02070N02070,"Dillingham Census Area, AK",938,1016,1338,1628,1797
NCNTY02100N02100,"Haines Borough, AK",919,996,1311,1700,1990
NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",871,947,1243,1560,1887
NCNTY02110N02110,"Juneau City and Borough, AK",1056,1239,1580,2245,2357
NCNTY02122N02122,"Kenai Peninsula Borough, AK",967,969,1266,1799,2035
NCNTY02130N02130,"Ketchikan Gateway Borough, AK",970,1102,1450,1944,2470
NCNTY02150N02150,"Kodiak Island Borough, AK",1178,1339,1762,2178,2618
NCNTY02158N02158,"Kusilvak Census Area",643,697,917,1116,1392
NCNTY02164N02164,"Lake and Peninsula Borough, AK",634,768,904,1261,1372
NCNTY02180N02180,"Nome Census Area, AK",1312,1320,1665,2366,2527
NCNTY02185N02185,"North Slope Borough, AK",1253,1424,1874,2281,2517
NCNTY02188N02188,"Northwest Arctic Borough, AK",1252,1422,1872,2505,2515
NCNTY02195N02195,"Petersburg Borough",986,1078,1407,1712,2285
NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",822,932,1098,1433,1475
NCNTY02220N02220,"Sitka City and Borough, AK",1027,1193,1414,2010,2394
NCNTY02230N02230,"Skagway Municipality, AK",1018,1133,1468,1787,2228
NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",929,1047,1325,1768,2136
NCNTY02275N02275,"Wrangell City and Borough, AK",715,778,1024,1455,1554
NCNTY02282N02282,"Yakutat City and Borough, AK",920,997,1312,1597,1991
NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",920,940,1062,1499,1612
NCNTY04001N04001,"Apache County, AZ",660,750,987,1316,1370
NCNTY04007N04007,"Gila County, AZ",887,893,1175,1620,1626
NCNTY04009N04009,"Graham County, AZ",896,902,1088,1546,1853
NCNTY04011N04011,"Greenlee County, AZ",669,886,1001,1218,1350
NCNTY04012N04012,"La Paz County, AZ",835,949,1249,1775,1804
NCNTY04017N04017,"Navajo County, AZ",776,847,1115,1437,1498
NCNTY04023N04023,"Santa Cruz County, AZ",629,715,941,1289,1294
NCNTY05001N05001,"Arkansas County, AR",552,628,826,1005,1205
NCNTY05003N05003,"Ashley County, AR",633,636,767,933,1306
NCNTY05005N05005,"Baxter County, AR",632,636,837,1034,1191
NCNTY05009N05009,"Boone County, AR",575,633,767,1090,1154
NCNTY05011N05011,"Bradley County, AR",575,605,767,1071,1306
NCNTY05013N05013,"Calhoun County, AR",633,642,845,1028,1202
NCNTY05015N05015,"Carroll County, AR",528,599,789,960,1060
NCNTY05017N05017,"Chicot County, AR",579,583,767,1040,1306
NCNTY05019N05019,"Clark County, AR",588,671,767,1072,1204
NCNTY05021N05021,"Clay County, AR",579,583,767,976,1230
NCNTY05023N05023,"Cleburne County, AR",625,634,834,1017,1120
NCNTY05027N05027,"Columbia County, AR",579,583,767,1027,1030
NCNTY05029N05029,"Conway County, AR",575,583,767,1068,1177
NCNTY05037N05037,"Cross County, AR",581,589,775,1084,1320
NCNTY05039N05039,"Dallas County, AR",575,583,767,1090,1091
NCNTY05041N05041,"Desha County, AR",575,603,767,1043,1306
NCNTY05043N05043,"Drew County, AR",605,614,808,990,1180
NCNTY05049N05049,"Fulton County, AR",513,583,767,1065,1243
NCNTY05055N05055,"Greene County, AR",612,712,817,1161,1190
NCNTY05057N05057,"Hempstead County, AR",591,599,789,1026,1272
NCNTY05059N05059,"Hot Spring County, AR",571,593,781,1041,1271
NCNTY05061N05061,"Howard County, AR",521,600,767,940,1030
NCNTY05063N05063,"Independence County, AR",581,589,775,1015,1041
NCNTY05065N05065,"Izard County, AR",575,623,767,990,1091
NCNTY05067N05067,"Jackson County, AR",575,583,767,933,1091
NCNTY05071N05071,"Johnson County, AR",575,583,767,1020,1030
NCNTY05073N05073,"Lafayette County, AR",575,583,767,933,1091
NCNTY05075N05075,"Lawrence County, AR",575,583,767,1020,1208
NCNTY05077N05077,"Lee County, AR",575,583,767,1090,1091
NCNTY05083N05083,"Logan County, AR",540,679,767,1061,1082
NCNTY05089N05089,"Marion County, AR",578,586,772,940,1037
NCNTY05093N05093,"Mississippi County, AR",567,605,767,1027,1030
NCNTY05095N05095,"Monroe County, AR",513,583,767,1007,1091
NCNTY05097N05097,"Montgomery County, AR",575,679,767,1058,1306
NCNTY05099N05099,"Nevada County, AR",662,672,884,1076,1258
NCNTY05101N05101,"Newton County, AR",575,645,767,941,1306
NCNTY05103N05103,"Ouachita County, AR",664,672,767,1027,1030
NCNTY05107N05107,"Phillips County, AR",575,590,767,1090,1306
NCNTY05109N05109,"Pike County, AR",575,616,767,1001,1194
NCNTY05113N05113,"Polk County, AR",520,596,778,947,1148
NCNTY05115N05115,"Pope County, AR",590,627,787,1109,1149
NCNTY05117N05117,"Prairie County, AR",585,593,781,951,1111
NCNTY05121N05121,"Randolph County, AR",664,679,767,1044,1306
NCNTY05123N05123,"St. Francis County, AR",609,612,767,1090,1109
NCNTY05127N05127,"Scott County, AR",575,583,767,971,1091
NCNTY05129N05129,"Searcy County, AR",575,583,767,991,1091
NCNTY05133N05133,"Sevier County, AR",575,639,767,1025,1097
NCNTY05135N05135,"Sharp County, AR",559,608,767,937,1200
NCNTY05137N05137,"Stone County, AR",575,583,767,1090,1091
NCNTY05139N05139,"Union County, AR",678,682,811,1134,1163
NCNTY05141N05141,"Van Buren County, AR",533,583,767,936,1030
NCNTY05145N05145,"White County, AR",528,625,775,1047,1307
NCNTY05147N05147,"Woodruff County, AR",575,583,767,1013,1091
NCNTY05149N05149,"Yell County, AR",575,612,767,1027,1091
NCNTY06003N06003,"Alpine County, CA",843,942,1239,1761,2001
NCNTY06005N06005,"Amador County, CA",1045,1052,1264,1796,2153
NCNTY06009N06009,"Calaveras County, CA",990,996,1251,1778,2035
NCNTY06011N06011,"Colusa County, CA",790,795,1047,1429,1435
NCNTY06015N06015,"Del Norte County, CA",729,920,1090,1493,1857
NCNTY06021N06021,"Glenn County, CA",713,811,1067,1359,1613
NCNTY06023N06023,"Humboldt County, CA",876,979,1277,1815,2175
NCNTY06027N06027,"Inyo County, CA",871,1052,1302,1703,2103
NCNTY06033N06033,"Lake County, CA",827,940,1237,1758,2073
NCNTY06035N06035,"Lassen County, CA",687,781,1028,1461,1506
NCNTY06043N06043,"Mariposa County, CA",851,919,1164,1654,1983
NCNTY06045N06045,"Mendocino County, CA",1042,1049,1376,1944,2344
NCNTY06049N06049,"Modoc County, CA",740,745,914,1179,1476
NCNTY06051N06051,"Mono County, CA",1142,1225,1493,2122,2411
NCNTY06057N06057,"Nevada County, CA",1127,1134,1493,2122,2430
NCNTY06063N06063,"Plumas County, CA",755,857,1110,1578,1814
NCNTY06091N06091,"Sierra County, CA",843,942,1239,1610,2001
NCNTY06093N06093,"Siskiyou County, CA",774,789,1021,1451,1476
NCNTY06103N06103,"Tehama County, CA",809,872,1148,1555,1814
NCNTY06105N06105,"Trinity County, CA",662,739,973,1383,1582
NCNTY06109N06109,"Tuolumne County, CA",870,988,1301,1717,2216
NCNTY08003N08003,"Alamosa County, CO",769,774,1019,1281,1736
NCNTY08007N08007,"Archuleta County, CO",975,1014,1294,1721,2090
NCNTY08009N08009,"Baca County, CO",683,687,877,1246,1416
NCNTY08011N08011,"Bent County, CO",715,719,947,1153,1529
NCNTY08015N08015,"Chaffee County, CO",953,1153,1302,1710,2218
NCNTY08017N08017,"Cheyenne County, CO",662,666,877,1236,1416
NCNTY08021N08021,"Conejos County, CO",670,674,877,1172,1198
NCNTY08023N08023,"Costilla County, CO",736,741,945,1236,1526
NCNTY08025N08025,"Crowley County, CO",908,914,1166,1580,1883
NCNTY08027N08027,"Custer County, CO",859,865,1138,1488,1938
NCNTY08029N08029,"Delta County, CO",860,865,1139,1485,1637
NCNTY08033N08033,"Dolores County, CO",795,800,1021,1335,1649
NCNTY08037N08037,"Eagle County, CO",1451,1649,2170,2662,2915
NCNTY08043N08043,"Fremont County, CO",847,852,1122,1595,1759
NCNTY08045N08045,"Garfield County, CO",1186,1193,1471,2018,2466
NCNTY08049N08049,"Grand County, CO",1028,1182,1335,1643,2274
NCNTY08051N08051,"Gunnison County, CO",1068,1075,1415,1913,2410
NCNTY08053N08053,"Hinsdale County, CO",858,925,1045,1367,1688
NCNTY08055N08055,"Huerfano County, CO",798,803,1057,1286,1707
NCNTY08057N08057,"Jackson County, CO",683,687,877,1246,1416
NCNTY08061N08061,"Kiowa County, CO",752,756,965,1174,1559
NCNTY08063N08063,"Kit Carson County, CO",853,858,1116,1358,1878
NCNTY08065N08065,"Lake County, CO",1054,1137,1284,1825,2074
NCNTY08067N08067,"La Plata County, CO",1189,1421,1605,2084,2734
NCNTY08071N08071,"Las Animas County, CO",728,827,1089,1390,1553
NCNTY08073N08073,"Lincoln County, CO",798,803,1025,1282,1746
NCNTY08075N08075,"Logan County, CO",746,805,1059,1505,1581
NCNTY08079N08079,"Mineral County, CO",1013,1020,1301,1702,2101
NCNTY08081N08081,"Moffat County, CO",856,861,1134,1380,1523
NCNTY08083N08083,"Montezuma County, CO",917,923,1215,1479,2070
NCNTY08085N08085,"Montrose County, CO",881,887,1167,1659,1988
NCNTY08087N08087,"Morgan County, CO",790,880,1158,1550,1854
NCNTY08089N08089,"Otero County, CO",731,735,968,1302,1630
NCNTY08091N08091,"Ouray County, CO",1275,1284,1690,2245,2371
NCNTY08095N08095,"Phillips County, CO",828,833,1063,1294,1428
NCNTY08097N08097,"Pitkin County, CO",1522,1771,2127,2605,3540
NCNTY08099N08099,"Prowers County, CO",718,723,952,1159,1570
NCNTY08103N08103,"Rio Blanco County, CO",769,774,1019,1291,1374
NCNTY08105N08105,"Rio Grande County, CO",720,724,937,1255,1513
NCNTY08107N08107,"Routt County, CO",1374,1383,1820,2215,3100
NCNTY08109N08109,"Saguache County, CO",760,765,1007,1226,1353
NCNTY08111N08111,"San Juan County, CO",1139,1147,1463,1781,1965
NCNTY08113N08113,"San Miguel County, CO",1237,1405,1850,2252,2988
NCNTY08115N08115,"Sedgwick County, CO",720,776,877,1067,1416
NCNTY08117N08117,"Summit County, CO",1435,1672,1977,2810,3368
NCNTY08121N08121,"Washington County, CO",852,919,1038,1323,1394
NCNTY08125N08125,"Yuma County, CO",885,891,1173,1428,1576
NCNTY09005N09005,"Litchfield County, CT",984,1134,1471,1790,1976
NCNTY12007N12007,"Bradford County, FL",764,781,882,1237,1502
NCNTY12013N12013,"Calhoun County, FL",760,776,877,1228,1233
NCNTY12023N12023,"Columbia County, FL",700,761,1002,1265,1346
NCNTY12027N12027,"DeSoto County, FL",765,782,883,1171,1186
NCNTY12029N12029,"Dixie County, FL",735,739,877,1149,1341
NCNTY12037N12037,"Franklin County, FL",799,816,922,1310,1570
NCNTY12043N12043,"Glades County, FL",814,818,952,1159,1338
NCNTY12045N12045,"Gulf County, FL",1005,1012,1332,1646,2015
NCNTY12047N12047,"Hamilton County, FL",662,666,877,1228,1233
NCNTY12049N12049,"Hardee County, FL",697,702,924,1165,1299
NCNTY12051N12051,"Hendry County, FL",808,826,933,1326,1585
NCNTY12059N12059,"Holmes County, FL",698,703,877,1175,1394
NCNTY12063N12063,"Jackson County, FL",699,703,877,1146,1228
NCNTY12067N12067,"Lafayette County, FL",856,861,1002,1242,1408
NCNTY12077N12077,"Liberty County, FL",749,754,877,1067,1494
NCNTY12079N12079,"Madison County, FL",719,776,877,1162,1494
NCNTY12087N12087,"Monroe County, FL",1662,1773,2246,2853,3811
NCNTY12093N12093,"Okeechobee County, FL",783,789,1038,1284,1459
NCNTY12107N12107,"Putnam County, FL",672,677,891,1142,1252
NCNTY12121N12121,"Suwannee County, FL",767,772,898,1095,1232
NCNTY12123N12123,"Taylor County, FL",749,754,877,1183,1494
NCNTY12125N12125,"Union County, FL",749,754,877,1067,1494
NCNTY12133N12133,"Washington County, FL",662,666,877,1154,1494
NCNTY13001N13001,"Appling County, GA",659,663,845,1201,1229
NCNTY13003N13003,"Atkinson County, GA",666,670,845,1160,1229
NCNTY13005N13005,"Bacon County, GA",565,748,845,1061,1229
NCNTY13007N13007,"Baker County, GA",659,663,845,1131,1229
NCNTY13009N13009,"Baldwin County, GA",693,758,856,1051,1387
NCNTY13011N13011,"Banks County, GA",730,750,869,1058,1328
NCNTY13017N13017,"Ben Hill County, GA",710,748,845,1124,1439
NCNTY13019N13019,"Berrien County, GA",638,642,845,1201,1279
NCNTY13023N13023,"Bleckley County, GA",638,642,845,1184,1283
NCNTY13031N13031,"Bulloch County, GA",780,785,980,1332,1451
NCNTY13037N13037,"Calhoun County, GA",705,709,845,1074,1348
NCNTY13039N13039,"Camden County, GA",831,836,1034,1468,1705
NCNTY13043N13043,"Candler County, GA",659,663,845,1199,1219
NCNTY13049N13049,"Charlton County, GA",710,748,845,1201,1248
NCNTY13055N13055,"Chattooga County, GA",579,642,845,1161,1357
NCNTY13061N13061,"Clay County, GA",659,663,845,1201,1229
NCNTY13065N13065,"Clinch County, GA",659,663,845,1201,1229
NCNTY13069N13069,"Coffee County, GA",663,667,845,1028,1135
NCNTY13071N13071,"Colquitt County, GA",640,644,845,1054,1243
NCNTY13075N13075,"Cook County, GA",659,663,845,1101,1280
NCNTY13081N13081,"Crisp County, GA",736,747,876,1066,1177
NCNTY13087N13087,"Decatur County, GA",678,683,845,1077,1135
NCNTY13091N13091,"Dodge County, GA",638,642,845,1028,1147
NCNTY13093N13093,"Dooly County, GA",710,711,845,1028,1135
NCNTY13099N13099,"Early County, GA",659,663,845,1095,1215
NCNTY13105N13105,"Elbert County, GA",657,662,871,1077,1170
NCNTY13107N13107,"Emanuel County, GA",565,671,845,1073,1439
NCNTY13109N13109,"Evans County, GA",691,695,845,1043,1135
NCNTY13111N13111,"Fannin County, GA",721,725,858,1219,1280
NCNTY13119N13119,"Franklin County, GA",638,642,845,1127,1229
NCNTY13123N13123,"Gilmer County, GA",615,699,920,1209,1567
NCNTY13125N13125,"Glascock County, GA",710,748,845,1143,1147
NCNTY13129N13129,"Gordon County, GA",622,701,845,1184,1301
NCNTY13131N13131,"Grady County, GA",645,649,854,1151,1175
NCNTY13133N13133,"Greene County, GA",668,672,856,1073,1195
NCNTY13137N13137,"Habersham County, GA",565,714,845,1148,1153
NCNTY13141N13141,"Hancock County, GA",710,748,845,1147,1439
NCNTY13147N13147,"Hart County, GA",696,700,922,1122,1330
NCNTY13155N13155,"Irwin County, GA",659,663,845,1028,1229
NCNTY13157N13157,"Jackson County, GA",714,719,946,1288,1406
NCNTY13161N13161,"Jeff Davis County, GA",659,663,845,1028,1218
NCNTY13163N13163,"Jefferson County, GA",638,642,845,1028,1439
NCNTY13165N13165,"Jenkins County, GA",659,663,845,1201,1229
NCNTY13167N13167,"Johnson County, GA",710,748,845,1163,1229
NCNTY13175N13175,"Laurens County, GA",660,664,845,1165,1439
NCNTY13187N13187,"Lumpkin County, GA",835,841,1071,1344,1824
NCNTY13193N13193,"Macon County, GA",642,647,845,1039,1439
NCNTY13201N13201,"Miller County, GA",710,748,845,1107,1249
NCNTY13205N13205,"Mitchell County, GA",710,748,845,1028,1135
NCNTY13209N13209,"Montgomery County, GA",678,682,845,1201,1412
NCNTY13229N13229,"Pierce County, GA",663,667,850,1035,1161
NCNTY13233N13233,"Polk County, GA",645,650,855,1089,1149
NCNTY13235N13235,"Pulaski County, GA",717,721,888,1240,1291
NCNTY13237N13237,"Putnam County, GA",785,791,1007,1226,1715
NCNTY13239N13239,"Quitman County, GA",659,663,845,1028,1229
NCNTY13241N13241,"Rabun County, GA",702,707,930,1160,1505
NCNTY13243N13243,"Randolph County, GA",659,664,845,1075,1135
NCNTY13249N13249,"Schley County, GA",659,663,845,1190,1229
NCNTY13251N13251,"Screven County, GA",638,642,845,1194,1229
NCNTY13253N13253,"Seminole County, GA",714,718,914,1184,1476
NCNTY13257N13257,"Stephens County, GA",678,682,898,1170,1436
NCNTY13261N13261,"Sumter County, GA",669,674,887,1080,1293
NCNTY13265N13265,"Taliaferro County, GA",659,663,845,1028,1229
NCNTY13267N13267,"Tattnall County, GA",710,740,845,1201,1439
NCNTY13269N13269,"Taylor County, GA",565,663,845,1055,1233
NCNTY13271N13271,"Telfair County, GA",565,663,845,1028,1135
NCNTY13275N13275,"Thomas County, GA",801,806,988,1273,1438
NCNTY13277N13277,"Tift County, GA",710,717,845,1112,1307
NCNTY13279N13279,"Toombs County, GA",638,642,845,1186,1385
NCNTY13281N13281,"Towns County, GA",722,737,860,1222,1465
NCNTY13283N13283,"Treutlen County, GA",638,642,845,1159,1166
NCNTY13285N13285,"Troup County, GA",769,774,1019,1329,1447
NCNTY13287N13287,"Turner County, GA",659,663,845,1028,1135
NCNTY13291N13291,"Union County, GA",659,663,845,1201,1439
NCNTY13293N13293,"Upson County, GA",565,738,845,1154,1196
NCNTY13299N13299,"Ware County, GA",649,653,860,1047,1307
NCNTY13301N13301,"Warren County, GA",638,642,845,1100,1439
NCNTY13303N13303,"Washington County, GA",710,748,845,1145,1318
NCNTY13305N13305,"Wayne County, GA",638,642,845,1062,1358
NCNTY13307N13307,"Webster County, GA",659,663,845,1082,1229
NCNTY13309N13309,"Wheeler County, GA",600,704,897,1092,1205
NCNTY13311N13311,"White County, GA",796,839,948,1180,1319
NCNTY13315N13315,"Wilcox County, GA",659,663,845,1201,1229
NCNTY13317N13317,"Wilkes County, GA",638,642,845,1108,1135
NCNTY13319N13319,"Wilkinson County, GA",710,748,845,1032,1135
NCNTY15001N15001,"Hawaii County, HI",1207,1366,1791,2304,2433
NCNTY15005N15005,"Kalawao County, HI",1258,1429,1881,2436,2684
NCNTY15007N15007,"Kauai County, HI",1578,1793,2360,3168,3856
NCNTY16003N16003,"Adams County, ID",681,706,895,1214,1518
NCNTY16007N16007,"Bear Lake County, ID",668,672,877,1246,1494
NCNTY16009N16009,"Benewah County, ID",649,737,970,1300,1474
NCNTY16011N16011,"Bingham County, ID",662,666,877,1246,1412
NCNTY16013N16013,"Blaine County, ID",863,980,1290,1726,1733
NCNTY16017N16017,"Bonner County, ID",801,806,1005,1428,1712
NCNTY16021N16021,"Boundary County, ID",663,668,879,1249,1363
NCNTY16025N16025,"Camas County, ID",749,754,984,1398,1669
NCNTY16029N16029,"Caribou County, ID",666,670,882,1217,1394
NCNTY16031N16031,"Cassia County, ID",671,676,881,1252,1320
NCNTY16033N16033,"Clark County, ID",725,729,952,1353,1614
NCNTY16035N16035,"Clearwater County, ID",721,726,955,1357,1627
NCNTY16037N16037,"Custer County, ID",715,719,939,1334,1592
NCNTY16039N16039,"Elmore County, ID",758,763,1002,1424,1659
NCNTY16043N16043,"Fremont County, ID",618,776,877,1246,1494
NCNTY16047N16047,"Gooding County, ID",718,728,944,1241,1488
NCNTY16049N16049,"Idaho County, ID",659,748,985,1280,1655
NCNTY16057N16057,"Latah County, ID",644,708,898,1276,1530
NCNTY16059N16059,"Lemhi County, ID",702,707,930,1258,1577
NCNTY16061N16061,"Lewis County, ID",668,678,877,1246,1487
NCNTY16063N16063,"Lincoln County, ID",681,719,895,1272,1504
NCNTY16065N16065,"Madison County, ID",840,840,970,1379,1652
NCNTY16067N16067,"Minidoka County, ID",677,740,890,1265,1509
NCNTY16071N16071,"Oneida County, ID",738,743,970,1379,1645
NCNTY16075N16075,"Payette County, ID",754,759,999,1379,1488
NCNTY16079N16079,"Shoshone County, ID",619,718,926,1298,1577
NCNTY16081N16081,"Teton County, ID",957,962,1154,1640,1966
NCNTY16085N16085,"Valley County, ID",747,869,982,1287,1665
NCNTY16087N16087,"Washington County, ID",731,735,968,1225,1401
NCNTY17001N17001,"Adams County, IL",618,691,910,1155,1222
NCNTY17009N17009,"Brown County, IL",559,619,815,992,1137
NCNTY17011N17011,"Bureau County, IL",596,678,892,1089,1236
NCNTY17015N17015,"Carroll County, IL",559,643,815,992,1250
NCNTY17017N17017,"Cass County, IL",559,619,815,1064,1204
NCNTY17021N17021,"Christian County, IL",604,643,846,1035,1136
NCNTY17023N17023,"Clark County, IL",580,662,845,1091,1179
NCNTY17025N17025,"Clay County, IL",559,632,815,992,1097
NCNTY17029N17029,"Coles County, IL",580,659,867,1178,1187
NCNTY17033N17033,"Crawford County, IL",559,652,815,1042,1388
NCNTY17035N17035,"Cumberland County, IL",559,619,815,992,1095
NCNTY17039N17039,"De Witt County, IL",563,625,821,1167,1398
NCNTY17041N17041,"Douglas County, IL",688,692,865,1131,1207
NCNTY17045N17045,"Edgar County, IL",559,722,815,1015,1203
NCNTY17047N17047,"Edwards County, IL",559,686,815,1071,1388
NCNTY17049N17049,"Effingham County, IL",631,635,815,1158,1213
NCNTY17051N17051,"Fayette County, IL",597,706,815,1001,1095
NCNTY17053N17053,"Ford County, IL",595,636,830,1010,1115
NCNTY17055N17055,"Franklin County, IL",545,619,815,1024,1095
NCNTY17059N17059,"Gallatin County, IL",559,696,815,1099,1137
NCNTY17061N17061,"Greene County, IL",574,636,837,1019,1152
NCNTY17065N17065,"Hamilton County, IL",559,687,815,1037,1137
NCNTY17067N17067,"Hancock County, IL",559,678,815,1087,1252
NCNTY17069N17069,"Hardin County, IL",559,619,815,992,1137
NCNTY17071N17071,"Henderson County, IL",609,704,815,1133,1137
NCNTY17075N17075,"Iroquois County, IL",615,619,815,1051,1097
NCNTY17079N17079,"Jasper County, IL",559,676,815,1097,1137
NCNTY17081N17081,"Jefferson County, IL",686,691,909,1136,1221
NCNTY17085N17085,"Jo Daviess County, IL",609,678,815,1031,1095
NCNTY17095N17095,"Knox County, IL",576,619,815,1066,1095
NCNTY17099N17099,"La Salle County, IL",706,710,935,1266,1345
NCNTY17101N17101,"Lawrence County, IL",559,619,815,1062,1159
NCNTY17103N17103,"Lee County, IL",559,684,815,1158,1206
NCNTY17105N17105,"Livingston County, IL",675,690,893,1176,1220
NCNTY17107N17107,"Logan County, IL",669,674,858,1139,1170
NCNTY17109N17109,"McDonough County, IL",608,725,886,1202,1375
NCNTY17121N17121,"Marion County, IL",546,660,815,1067,1096
NCNTY17125N17125,"Mason County, IL",559,663,815,1032,1113
NCNTY17127N17127,"Massac County, IL",586,721,877,1189,1224
NCNTY17135N17135,"Montgomery County, IL",613,625,815,1081,1103
NCNTY17137N17137,"Morgan County, IL",584,647,852,1072,1312
NCNTY17139N17139,"Moultrie County, IL",559,620,815,1158,1292
NCNTY17141N17141,"Ogle County, IL",664,714,940,1196,1263
NCNTY17145N17145,"Perry County, IL",559,621,815,1158,1258
NCNTY17149N17149,"Pike County, IL",615,619,815,992,1163
NCNTY17151N17151,"Pope County, IL",559,722,815,1051,1137
NCNTY17153N17153,"Pulaski County, IL",650,654,815,1147,1388
NCNTY17155N17155,"Putnam County, IL",566,686,847,1109,1182
NCNTY17157N17157,"Randolph County, IL",545,619,815,1072,1324
NCNTY17159N17159,"Richland County, IL",559,722,815,1120,1268
NCNTY17165N17165,"Saline County, IL",559,619,815,1099,1103
NCNTY17169N17169,"Schuyler County, IL",559,706,815,993,1385
NCNTY17171N17171,"Scott County, IL",563,651,821,1005,1181
NCNTY17173N17173,"Shelby County, IL",575,637,839,1061,1251
NCNTY17177N17177,"Stephenson County, IL",550,619,815,1037,1226
NCNTY17181N17181,"Union County, IL",608,624,815,1083,1264
NCNTY17185N17185,"Wabash County, IL",571,649,854,1132,1192
NCNTY17187N17187,"Warren County, IL",545,656,815,1158,1211
NCNTY17189N17189,"Washington County, IL",602,709,878,1069,1225
NCNTY17191N17191,"Wayne County, IL",559,619,815,1007,1137
NCNTY17193N17193,"White County, IL",545,680,815,1091,1095
NCNTY17195N17195,"Whiteside County, IL",599,674,887,1080,1192
NCNTY18001N18001,"Adams County, IN",612,666,877,1151,1215
NCNTY18009N18009,"Blackford County, IN",612,772,877,1121,1435
NCNTY18017N18017,"Cass County, IN",719,723,877,1170,1178
NCNTY18023N18023,"Clinton County, IN",621,706,929,1143,1248
NCNTY18025N18025,"Crawford County, IN",612,692,877,1149,1178
NCNTY18027N18027,"Daviess County, IN",683,688,905,1137,1216
NCNTY18031N18031,"Decatur County, IN",699,761,1002,1219,1346
NCNTY18033N18033,"DeKalb County, IN",612,666,877,1067,1189
NCNTY18037N18037,"Dubois County, IN",612,666,877,1162,1494
NCNTY18041N18041,"Fayette County, IN",587,667,878,1069,1179
NCNTY18045N18045,"Fountain County, IN",612,684,877,1089,1319
NCNTY18049N18049,"Fulton County, IN",612,673,877,1067,1178
NCNTY18051N18051,"Gibson County, IN",733,737,877,1174,1178
NCNTY18053N18053,"Grant County, IN",629,699,877,1134,1329
NCNTY18055N18055,"Greene County, IN",620,671,877,1202,1307
NCNTY18065N18065,"Henry County, IN",688,692,877,1137,1198
NCNTY18069N18069,"Huntington County, IN",593,708,877,1114,1348
NCNTY18071N18071,"Jackson County, IN",762,772,1016,1237,1365
NCNTY18075N18075,"Jay County, IN",612,666,877,1106,1178
NCNTY18077N18077,"Jefferson County, IN",734,738,889,1179,1514
NCNTY18079N18079,"Jennings County, IN",663,668,879,1211,1466
NCNTY18083N18083,"Knox County, IN",639,697,917,1116,1232
NCNTY18085N18085,"Kosciusko County, IN",654,801,938,1163,1319
NCNTY18087N18087,"LaGrange County, IN",612,666,877,1209,1216
NCNTY18093N18093,"Lawrence County, IN",594,675,889,1082,1479
NCNTY18099N18099,"Marshall County, IN",612,712,877,1193,1421
NCNTY18101N18101,"Martin County, IN",612,666,877,1067,1494
NCNTY18103N18103,"Miami County, IN",612,710,877,1159,1444
NCNTY18107N18107,"Montgomery County, IN",613,686,879,1199,1345
NCNTY18113N18113,"Noble County, IN",616,700,922,1136,1363
NCNTY18117N18117,"Orange County, IN",612,666,877,1246,1375
NCNTY18123N18123,"Perry County, IN",612,681,877,1113,1494
NCNTY18125N18125,"Pike County, IN",612,776,877,1210,1215
NCNTY18131N18131,"Pulaski County, IN",612,776,877,1112,1494
NCNTY18135N18135,"Randolph County, IN",612,666,877,1167,1178
NCNTY18137N18137,"Ripley County, IN",644,709,933,1257,1377
NCNTY18139N18139,"Rush County, IN",586,666,877,1067,1178
NCNTY18143N18143,"Scott County, IN",689,751,988,1202,1327
NCNTY18147N18147,"Spencer County, IN",599,681,896,1191,1473
NCNTY18149N18149,"Starke County, IN",612,682,877,1107,1178
NCNTY18151N18151,"Steuben County, IN",701,750,975,1187,1310
NCNTY18155N18155,"Switzerland County, IN",612,666,877,1246,1417
NCNTY18159N18159,"Tipton County, IN",671,731,962,1171,1322
NCNTY18169N18169,"Wabash County, IN",616,671,883,1075,1186
NCNTY18177N18177,"Wayne County, IN",590,674,883,1096,1203
